hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.89,0.292,0.0,0.0,0.0
1,0.19,0.063,0.0,0.0,0.0
2,0.11,0.036,0.0,0.0,0.0
3,0.68,0.223,0.0,0.0,0.0
4,0.1,0.032,0.0,0.0,0.0
5,0.11,0.036,0.0,0.0,0.0
6,0.11,0.036,0.0,0.0,0.0
7,0.1,0.032,0.0,0.0,0.0
8,0.66,0.216,0.0,0.0,0.0
9,0.11,0.036,0.0,0.0,0.0
10,0.1,0.032,0.0,0.0,0.0
11,0.38,0.125,0.0,0.0,0.0
12,1.44,0.473,0.0,0.0,0.0
13,0.74,0.242,0.0,0.0,0.0
14,3.59,1.178,0.0,0.0,0.0
15,1.0,0.328,0.0,0.0,0.0
16,0.23,0.075,0.0,0.0,0.0
17,1.06,0.348,0.0,0.0,0.0
18,0.08,0.026,0.0,0.0,0.0
19,0.2,0.065,0.0,0.0,0.0
20,1.29,0.423,0.0,0.0,0.0
21,1.17,0.384,0.0,0.0,0.0
22,0.51,0.167,0.0,0.0,0.0
23,3.02,0.991,0.0,0.0,0.0
