hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.058,0.0,0.0,0.0
1,0.17,0.055,0.0,0.0,0.0
2,0.17,0.055,0.0,0.0,0.0
3,0.17,0.055,0.0,0.0,0.0
4,0.7,0.225,0.0,0.0,0.0
5,0.12,0.038,0.0,0.0,0.0
6,0.13,0.041,0.0,0.0,0.0
7,0.12,0.038,0.0,0.0,0.0
8,0.24,0.077,0.0,0.0,0.0
9,0.99,0.318,0.0,0.0,0.0
10,2.17,0.698,0.0,0.0,0.0
11,0.94,0.302,0.0,0.0,0.0
12,1.72,0.553,0.0,0.0,0.0
13,0.42,0.135,0.0,0.0,0.0
14,1.12,0.36,0.0,0.0,0.0
15,2.82,0.906,0.0,0.0,0.0
16,0.28,0.09,0.0,0.0,0.0
17,0.25,0.081,0.0,0.0,0.0
18,1.41,0.453,0.0,0.0,0.0
19,2.13,0.684,0.0,0.0,0.0
20,1.68,0.54,0.0,0.0,0.0
21,2.3,0.739,0.0,0.0,0.0
22,0.23,0.074,0.0,0.0,0.0
23,0.19,0.061,0.0,0.0,0.0
