hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.73,0.312,0.0,0.0,0.0
1,0.13,0.056,0.0,0.0,0.0
2,0.14,0.06,0.0,0.0,0.0
3,0.13,0.056,0.0,0.0,0.0
4,0.13,0.056,0.0,0.0,0.0
5,0.66,0.283,0.0,0.0,0.0
6,0.33,0.142,0.0,0.0,0.0
7,0.67,0.287,0.0,0.0,0.0
8,0.18,0.077,0.0,0.0,0.0
9,0.62,0.265,0.0,0.0,0.0
10,0.06,0.026,0.0,0.0,0.0
11,0.08,0.034,0.0,0.0,0.0
12,0.12,0.052,0.0,0.0,0.0
13,0.09,0.038,0.0,0.0,0.0
14,0.65,0.278,0.0,0.0,0.0
15,0.09,0.038,0.0,0.0,0.0
16,0.12,0.051,0.0,0.0,0.0
17,0.2,0.086,0.0,0.0,0.0
18,0.1,0.042,0.0,0.0,0.0
19,1.7,0.728,0.0,0.0,0.0
20,0.59,0.252,0.0,0.0,0.0
21,1.6,0.685,0.0,0.0,0.0
22,0.73,0.313,0.0,0.0,0.0
23,0.4,0.171,0.0,0.0,0.0
