hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.044,0.0,0.0,0.0
1,0.63,0.229,0.0,0.0,0.0
2,0.11,0.04,0.0,0.0,0.0
3,0.11,0.04,0.0,0.0,0.0
4,0.12,0.044,0.0,0.0,0.0
5,0.6,0.218,0.0,0.0,0.0
6,2.12,0.77,0.0,0.0,0.0
7,1.5,0.545,0.0,0.0,0.0
8,0.07,0.026,0.0,0.0,0.0
9,0.07,0.026,0.0,0.0,0.0
10,0.64,0.232,0.0,0.0,0.0
11,0.08,0.03,0.0,0.0,0.0
12,0.07,0.026,0.0,0.0,0.0
13,0.08,0.03,0.0,0.0,0.0
14,0.07,0.026,0.0,0.0,0.0
15,0.64,0.233,0.0,0.0,0.0
16,0.07,0.026,0.0,0.0,0.0
17,0.09,0.033,0.0,0.0,0.0
18,0.13,0.047,0.0,0.0,0.0
19,0.95,0.345,0.0,0.0,0.0
20,1.01,0.367,0.0,0.0,0.0
21,1.29,0.469,0.0,0.0,0.0
22,3.19,1.158,0.0,0.0,0.0
23,1.02,0.371,0.0,0.0,0.0
