hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.06,0.0,0.0,0.0
1,0.09,,0.0,0.0,
2,0.7,,0.0,0.0,
3,0.1,,0.0,0.0,
4,0.1,,0.0,0.0,
5,0.1,,0.0,0.0,
6,0.1,,0.0,0.0,
7,0.66,,0.0,0.0,
8,1.92,,0.0,0.0,
9,0.13,,0.0,0.0,
10,0.13,,0.0,0.0,
11,0.73,,0.0,0.0,
12,0.12,,0.0,0.0,
13,0.13,,0.0,0.0,
14,0.13,,0.0,0.0,
15,0.11,,0.0,0.0,
16,0.14,,0.0,0.0,
17,0.67,,0.0,0.0,
18,1.16,,0.0,0.0,
19,0.69,,0.0,0.0,
20,0.96,,0.0,0.0,
21,0.44,,0.0,0.0,
22,0.93,,0.0,0.0,
23,0.21,,0.0,0.0,
