hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.25,0.083,0.0,0.0,0.0
1,0.85,0.284,0.0,0.0,0.0
2,0.26,0.086,0.0,0.0,0.0
3,0.26,0.086,0.0,0.0,0.0
4,0.26,0.086,0.0,0.0,0.0
5,0.26,0.086,0.0,0.0,0.0
6,0.49,0.163,0.0,0.0,0.0
7,2.7,0.902,0.0,0.0,0.0
8,0.15,0.05,0.0,0.0,0.0
9,0.16,0.054,0.0,0.0,0.0
10,0.74,0.247,0.0,0.0,0.0
11,0.15,0.05,0.0,0.0,0.0
12,0.16,0.054,0.0,0.0,0.0
13,0.16,0.054,0.0,0.0,0.0
14,0.38,0.127,0.0,0.0,0.0
15,0.53,0.177,0.0,0.0,0.0
16,0.15,0.05,0.0,0.0,0.0
17,0.24,0.08,0.0,0.0,0.0
18,1.36,0.454,0.0,0.0,0.0
19,1.44,0.481,0.0,0.0,0.0
20,1.86,0.622,0.0,0.0,0.0
21,3.85,1.286,0.0,0.0,0.0
22,1.09,0.364,0.0,0.0,0.0
23,0.24,0.08,0.0,0.0,0.0
