hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.1,0.048,0.0,0.0,0.0
1,0.09,0.043,0.0,0.0,0.0
2,0.09,0.043,0.0,0.0,0.0
3,0.63,0.297,0.0,0.0,0.0
4,0.1,0.048,0.0,0.0,0.0
5,0.09,0.043,0.0,0.0,0.0
6,0.29,0.136,0.0,0.0,0.0
7,1.35,0.636,0.0,0.0,0.0
8,1.72,0.811,0.0,0.0,0.0
9,0.07,0.033,0.0,0.0,0.0
10,0.07,0.033,0.0,0.0,0.0
11,0.64,0.302,0.0,0.0,0.0
12,0.09,0.043,0.0,0.0,0.0
13,0.54,0.254,0.0,0.0,0.0
14,0.19,0.089,0.0,0.0,0.0
15,0.17,0.08,0.0,0.0,0.0
16,0.25,0.118,0.0,0.0,0.0
17,2.05,0.966,0.0,0.0,0.0
18,0.08,0.038,0.0,0.0,0.0
19,0.18,0.085,0.0,0.0,0.0
20,0.71,0.334,0.0,0.0,0.0
21,1.01,0.476,0.0,0.0,0.0
22,0.22,0.104,0.0,0.0,0.0
23,0.11,0.052,0.0,0.0,0.0
