hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.064,0.0,0.0,0.0
1,0.72,0.258,0.0,0.0,0.0
2,0.19,0.068,0.0,0.0,0.0
3,0.2,0.072,0.0,0.0,0.0
4,0.19,0.068,0.0,0.0,0.0
5,0.19,0.068,0.0,0.0,0.0
6,1.0,0.358,0.0,0.0,0.0
7,2.21,0.792,0.0,0.0,0.0
8,1.37,0.491,0.0,0.0,0.0
9,0.13,0.047,0.0,0.0,0.0
10,0.43,0.155,0.0,0.0,0.0
11,0.91,0.327,0.0,0.0,0.0
12,0.13,0.047,0.0,0.0,0.0
13,0.67,0.24,0.0,0.0,0.0
14,0.14,0.05,0.0,0.0,0.0
15,0.13,0.047,0.0,0.0,0.0
16,0.14,0.051,0.0,0.0,0.0
17,0.71,0.255,0.0,0.0,0.0
18,0.62,0.222,0.0,0.0,0.0
19,3.45,1.237,0.0,0.0,0.0
20,3.94,1.412,0.0,0.0,0.0
21,0.95,0.341,0.0,0.0,0.0
22,0.25,0.09,0.0,0.0,0.0
23,0.81,0.29,0.0,0.0,0.0
