hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.86,0.277,0.0,0.0,0.0
1,0.24,0.077,0.0,0.0,0.0
2,0.23,0.074,0.0,0.0,0.0
3,0.25,0.081,0.0,0.0,0.0
4,0.24,0.077,0.0,0.0,0.0
5,0.82,0.265,0.0,0.0,0.0
6,0.24,0.078,0.0,0.0,0.0
7,0.24,0.078,0.0,0.0,0.0
8,0.23,0.074,0.0,0.0,0.0
9,0.32,0.104,0.0,0.0,0.0
10,0.7,0.226,0.0,0.0,0.0
11,0.9,0.291,0.0,0.0,0.0
12,0.16,0.052,0.0,0.0,0.0
13,1.15,0.371,0.0,0.0,0.0
14,0.24,0.077,0.0,0.0,0.0
15,3.67,1.184,0.0,0.0,0.0
16,1.49,0.481,0.0,0.0,0.0
17,0.36,0.116,0.0,0.0,0.0
18,2.33,0.751,0.0,0.0,0.0
19,0.87,0.281,0.0,0.0,0.0
20,2.05,0.661,0.0,0.0,0.0
21,0.53,0.171,0.0,0.0,0.0
22,0.99,0.319,0.0,0.0,0.0
23,0.16,0.052,0.0,0.0,0.0
