hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.17,0.058,0.0,0.0,0.0
1,0.16,0.054,0.0,0.0,0.0
2,0.17,0.058,0.0,0.0,0.0
3,0.72,0.245,0.0,0.0,0.0
4,0.17,0.058,0.0,0.0,0.0
5,0.16,0.054,0.0,0.0,0.0
6,0.42,0.142,0.0,0.0,0.0
7,0.21,0.072,0.0,0.0,0.0
8,0.92,0.313,0.0,0.0,0.0
9,0.16,0.054,0.0,0.0,0.0
10,0.15,0.051,0.0,0.0,0.0
11,0.16,0.054,0.0,0.0,0.0
12,0.24,0.081,0.0,0.0,0.0
13,0.19,0.064,0.0,0.0,0.0
14,0.82,0.279,0.0,0.0,0.0
15,0.26,0.089,0.0,0.0,0.0
16,0.46,0.157,0.0,0.0,0.0
17,0.2,0.068,0.0,0.0,0.0
18,0.66,0.225,0.0,0.0,0.0
19,2.85,0.969,0.0,0.0,0.0
20,3.39,1.153,0.0,0.0,0.0
21,3.7,1.258,0.0,0.0,0.0
22,0.52,0.177,0.0,0.0,0.0
23,0.21,0.072,0.0,0.0,0.0
