hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.063,0.0,0.0,0.0
1,0.18,0.062,0.0,0.0,0.0
2,0.17,0.059,0.0,0.0,0.0
3,0.17,0.059,0.0,0.0,0.0
4,0.74,0.256,0.0,0.0,0.0
5,0.26,0.09,0.0,0.0,0.0
6,0.14,0.049,0.0,0.0,0.0
7,1.12,0.387,0.0,0.0,0.0
8,2.56,0.885,0.0,0.0,0.0
9,0.25,0.086,0.0,0.0,0.0
10,2.53,0.875,0.0,0.0,0.0
11,0.81,0.28,0.0,0.0,0.0
12,0.09,0.031,0.0,0.0,0.0
13,0.08,0.028,0.0,0.0,0.0
14,0.08,0.028,0.0,0.0,0.0
15,0.61,0.211,0.0,0.0,0.0
16,0.08,0.028,0.0,0.0,0.0
17,0.36,0.125,0.0,0.0,0.0
18,0.79,0.273,0.0,0.0,0.0
19,2.06,0.712,0.0,0.0,0.0
20,0.6,0.208,0.0,0.0,0.0
21,1.53,0.529,0.0,0.0,0.0
22,1.01,0.349,0.0,0.0,0.0
23,0.39,0.135,0.0,0.0,0.0
