hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.67,0.252,0.0,0.0,0.0
1,0.11,0.042,0.0,0.0,0.0
2,0.12,0.046,0.0,0.0,0.0
3,0.12,0.046,0.0,0.0,0.0
4,0.64,0.24,0.0,0.0,0.0
5,0.12,0.046,0.0,0.0,0.0
6,0.4,0.15,0.0,0.0,0.0
7,0.99,0.372,0.0,0.0,0.0
8,0.19,0.072,0.0,0.0,0.0
9,0.73,0.274,0.0,0.0,0.0
10,0.25,0.094,0.0,0.0,0.0
11,1.25,0.469,0.0,0.0,0.0
12,3.46,1.299,0.0,0.0,0.0
13,2.23,0.838,0.0,0.0,0.0
14,0.19,0.071,0.0,0.0,0.0
15,0.17,0.064,0.0,0.0,0.0
16,0.84,0.316,0.0,0.0,0.0
17,0.09,0.034,0.0,0.0,0.0
18,0.08,0.03,0.0,0.0,0.0
19,0.29,0.109,0.0,0.0,0.0
20,1.65,0.62,0.0,0.0,0.0
21,1.23,0.462,0.0,0.0,0.0
22,0.37,0.139,0.0,0.0,0.0
23,0.68,0.256,0.0,0.0,0.0
