hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.1,0.046,0.0,0.0,0.0
1,0.63,0.285,0.0,0.0,0.0
2,0.1,0.046,0.0,0.0,0.0
3,0.11,0.05,0.0,0.0,0.0
4,0.1,0.045,0.0,0.0,0.0
5,0.11,0.05,0.0,0.0,0.0
6,0.74,0.335,0.0,0.0,0.0
7,1.13,0.511,0.0,0.0,0.0
8,0.2,0.09,0.0,0.0,0.0
9,0.22,0.1,0.0,0.0,0.0
10,0.76,0.344,0.0,0.0,0.0
11,0.23,0.104,0.0,0.0,0.0
12,0.23,0.104,0.0,0.0,0.0
13,0.23,0.104,0.0,0.0,0.0
14,0.82,0.371,0.0,0.0,0.0
15,0.22,0.099,0.0,0.0,0.0
16,0.23,0.104,0.0,0.0,0.0
17,0.13,0.059,0.0,0.0,0.0
18,0.17,0.077,0.0,0.0,0.0
19,0.95,0.429,0.0,0.0,0.0
20,1.39,0.629,0.0,0.0,0.0
21,1.13,0.511,0.0,0.0,0.0
22,0.27,0.122,0.0,0.0,0.0
23,1.0,0.452,0.0,0.0,0.0
