hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.21,0.084,0.0,0.0,0.0
1,0.39,0.156,0.0,0.0,0.0
2,0.38,0.152,0.0,0.0,0.0
3,0.11,0.044,0.0,0.0,0.0
4,0.11,0.044,0.0,0.0,0.0
5,0.11,0.044,0.0,0.0,0.0
6,0.43,0.172,0.0,0.0,0.0
7,2.56,1.025,0.0,0.0,0.0
8,2.21,0.885,0.0,0.0,0.0
9,0.07,0.028,0.0,0.0,0.0
10,0.07,0.028,0.0,0.0,0.0
11,0.73,0.292,0.0,0.0,0.0
12,0.07,0.028,0.0,0.0,0.0
13,0.07,0.028,0.0,0.0,0.0
14,0.07,0.028,0.0,0.0,0.0
15,0.08,0.032,0.0,0.0,0.0
16,0.07,0.028,0.0,0.0,0.0
17,0.14,0.056,0.0,0.0,0.0
18,0.74,0.296,0.0,0.0,0.0
19,0.89,0.356,0.0,0.0,0.0
20,0.96,0.384,0.0,0.0,0.0
21,1.51,0.604,0.0,0.0,0.0
22,0.28,0.112,0.0,0.0,0.0
23,0.2,0.08,0.0,0.0,0.0
