hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.32,0.105,0.0,0.0,0.0
1,0.19,0.063,0.0,0.0,0.0
2,0.55,0.181,0.0,0.0,0.0
3,0.32,0.105,0.0,0.0,0.0
4,0.17,0.056,0.0,0.0,0.0
5,0.12,0.039,0.0,0.0,0.0
6,0.23,0.075,0.0,0.0,0.0
7,0.26,0.085,0.0,0.0,0.0
8,0.37,0.121,0.0,0.0,0.0
9,1.1,0.362,0.0,0.0,0.0
10,0.57,0.188,0.0,0.0,0.0
11,1.59,0.523,0.0,0.0,0.0
12,1.46,0.48,0.0,0.0,0.0
13,1.43,0.47,0.0,0.0,0.0
14,1.18,0.388,0.0,0.0,0.0
15,1.14,0.374,0.0,0.0,0.0
16,1.72,0.566,0.0,0.0,0.0
17,1.29,0.424,0.0,0.0,0.0
18,2.43,0.799,0.0,0.0,0.0
19,3.21,1.056,0.0,0.0,0.0
20,3.74,1.23,0.0,0.0,0.0
21,1.41,0.463,0.0,0.0,0.0
22,0.81,0.266,0.0,0.0,0.0
23,0.2,0.066,0.0,0.0,0.0
