hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.032,0.0,0.0,0.0
1,0.74,0.296,0.0,0.0,0.0
2,0.17,0.068,0.0,0.0,0.0
3,0.17,0.068,0.0,0.0,0.0
4,0.18,0.072,0.0,0.0,0.0
5,0.41,0.164,0.0,0.0,0.0
6,0.62,0.248,0.0,0.0,0.0
7,1.41,0.565,0.0,0.0,0.0
8,1.42,0.569,0.0,0.0,0.0
9,0.12,0.048,0.0,0.0,0.0
10,0.61,0.244,0.0,0.0,0.0
11,1.23,0.493,0.0,0.0,0.0
12,0.12,0.048,0.0,0.0,0.0
13,0.12,0.048,0.0,0.0,0.0
14,0.51,0.204,0.0,0.0,0.0
15,0.24,0.096,0.0,0.0,0.0
16,0.12,0.048,0.0,0.0,0.0
17,0.12,0.048,0.0,0.0,0.0
18,0.12,0.048,0.0,0.0,0.0
19,0.64,0.256,0.0,0.0,0.0
20,1.14,0.456,0.0,0.0,0.0
21,0.53,0.212,0.0,0.0,0.0
22,0.3,0.12,0.0,0.0,0.0
23,0.73,0.292,0.0,0.0,0.0
