hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.14,0.058,0.0,0.0,0.0
1,0.13,0.054,0.0,0.0,0.0
2,0.61,0.25,0.0,0.0,0.0
3,0.12,0.049,0.0,0.0,0.0
4,0.13,0.054,0.0,0.0,0.0
5,0.13,0.054,0.0,0.0,0.0
6,0.13,0.054,0.0,0.0,0.0
7,0.63,0.257,0.0,0.0,0.0
8,0.12,0.05,0.0,0.0,0.0
9,0.13,0.054,0.0,0.0,0.0
10,0.27,0.11,0.0,0.0,0.0
11,2.55,1.044,0.0,0.0,0.0
12,0.73,0.299,0.0,0.0,0.0
13,0.26,0.106,0.0,0.0,0.0
14,0.2,0.082,0.0,0.0,0.0
15,0.12,0.049,0.0,0.0,0.0
16,0.7,0.286,0.0,0.0,0.0
17,0.19,0.078,0.0,0.0,0.0
18,0.1,0.04,0.0,0.0,0.0
19,1.33,0.544,0.0,0.0,0.0
20,0.88,0.36,0.0,0.0,0.0
21,0.09,0.036,0.0,0.0,0.0
22,0.12,0.05,0.0,0.0,0.0
23,1.22,0.499,0.0,0.0,0.0
