hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.66,0.26,0.0,0.0,0.0
1,0.1,0.04,0.0,0.0,0.0
2,0.1,0.04,0.0,0.0,0.0
3,0.1,0.04,0.0,0.0,0.0
4,0.19,0.075,0.0,0.0,0.0
5,0.67,0.264,0.0,0.0,0.0
6,0.76,0.3,0.0,0.0,0.0
7,2.25,0.886,0.0,0.0,0.0
8,0.06,0.024,0.0,0.0,0.0
9,0.07,0.028,0.0,0.0,0.0
10,0.61,0.241,0.0,0.0,0.0
11,0.09,0.036,0.0,0.0,0.0
12,0.45,0.178,0.0,0.0,0.0
13,0.06,0.024,0.0,0.0,0.0
14,0.07,0.028,0.0,0.0,0.0
15,0.63,0.249,0.0,0.0,0.0
16,0.07,0.028,0.0,0.0,0.0
17,0.08,0.032,0.0,0.0,0.0
18,0.23,0.091,0.0,0.0,0.0
19,0.48,0.189,0.0,0.0,0.0
20,0.4,0.158,0.0,0.0,0.0
21,0.99,0.39,0.0,0.0,0.0
22,2.74,1.08,0.0,0.0,0.0
23,0.17,0.067,0.0,0.0,0.0
