hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.29,0.103,0.0,0.0,0.0
1,0.11,0.039,0.0,0.0,0.0
2,0.11,0.039,0.0,0.0,0.0
3,0.65,0.232,0.0,0.0,0.0
4,0.11,0.039,0.0,0.0,0.0
5,0.12,0.042,0.0,0.0,0.0
6,0.12,0.042,0.0,0.0,0.0
7,0.11,0.039,0.0,0.0,0.0
8,0.16,0.057,0.0,0.0,0.0
9,0.82,0.292,0.0,0.0,0.0
10,0.25,0.089,0.0,0.0,0.0
11,1.71,0.61,0.0,0.0,0.0
12,1.0,0.357,0.0,0.0,0.0
13,0.28,0.1,0.0,0.0,0.0
14,0.34,0.121,0.0,0.0,0.0
15,0.59,0.21,0.0,0.0,0.0
16,0.71,0.253,0.0,0.0,0.0
17,3.16,1.127,0.0,0.0,0.0
18,3.68,1.312,0.0,0.0,0.0
19,2.37,0.846,0.0,0.0,0.0
20,1.19,0.425,0.0,0.0,0.0
21,1.11,0.396,0.0,0.0,0.0
22,0.89,0.317,0.0,0.0,0.0
23,0.24,0.085,0.0,0.0,0.0
