hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,3.65,1.099,0.0,0.0,0.0
1,0.22,0.066,0.0,0.0,0.0
2,0.18,0.054,0.0,0.0,0.0
3,0.83,0.249,0.0,0.0,0.0
4,0.17,0.051,0.0,0.0,0.0
5,0.17,0.051,0.0,0.0,0.0
6,0.81,0.244,0.0,0.0,0.0
7,3.48,1.048,0.0,0.0,0.0
8,0.69,0.208,0.0,0.0,0.0
9,1.34,0.403,0.0,0.0,0.0
10,0.16,0.048,0.0,0.0,0.0
11,0.74,0.223,0.0,0.0,0.0
12,0.16,0.048,0.0,0.0,0.0
13,0.17,0.051,0.0,0.0,0.0
14,0.16,0.048,0.0,0.0,0.0
15,0.7,0.211,0.0,0.0,0.0
16,0.16,0.048,0.0,0.0,0.0
17,0.16,0.048,0.0,0.0,0.0
18,0.17,0.051,0.0,0.0,0.0
19,2.48,0.746,0.0,0.0,0.0
20,3.94,1.186,0.0,0.0,0.0
21,3.27,0.984,0.0,0.0,0.0
22,0.29,0.087,0.0,0.0,0.0
23,0.71,0.214,0.0,0.0,0.0
