hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.1,0.044,0.0,0.0,0.0
1,0.08,0.035,0.0,0.0,0.0
2,0.08,0.036,0.0,0.0,0.0
3,0.66,0.292,0.0,0.0,0.0
4,0.08,0.035,0.0,0.0,0.0
5,0.07,0.031,0.0,0.0,0.0
6,0.08,0.035,0.0,0.0,0.0
7,0.07,0.031,0.0,0.0,0.0
8,0.09,0.04,0.0,0.0,0.0
9,0.14,0.062,0.0,0.0,0.0
10,1.43,0.633,0.0,0.0,0.0
11,0.08,0.036,0.0,0.0,0.0
12,0.37,0.164,0.0,0.0,0.0
13,0.41,0.181,0.0,0.0,0.0
14,0.23,0.102,0.0,0.0,0.0
15,0.73,0.323,0.0,0.0,0.0
16,0.45,0.199,0.0,0.0,0.0
17,0.28,0.124,0.0,0.0,0.0
18,1.43,0.633,0.0,0.0,0.0
19,1.26,0.558,0.0,0.0,0.0
20,0.44,0.194,0.0,0.0,0.0
21,0.96,0.425,0.0,0.0,0.0
22,0.22,0.098,0.0,0.0,0.0
23,0.18,0.08,0.0,0.0,0.0
