hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,1.1,0.374,0.0,0.0,0.0
1,0.38,0.129,0.0,0.0,0.0
2,0.88,0.3,0.0,0.0,0.0
3,0.26,0.089,0.0,0.0,0.0
4,0.25,0.085,0.0,0.0,0.0
5,0.25,0.085,0.0,0.0,0.0
6,0.81,0.275,0.0,0.0,0.0
7,0.21,0.072,0.0,0.0,0.0
8,0.19,0.065,0.0,0.0,0.0
9,0.28,0.095,0.0,0.0,0.0
10,0.34,0.115,0.0,0.0,0.0
11,1.19,0.405,0.0,0.0,0.0
12,0.7,0.238,0.0,0.0,0.0
13,3.43,1.167,0.0,0.0,0.0
14,2.69,0.915,0.0,0.0,0.0
15,0.43,0.146,0.0,0.0,0.0
16,1.04,0.354,0.0,0.0,0.0
17,1.34,0.456,0.0,0.0,0.0
18,1.4,0.476,0.0,0.0,0.0
19,2.05,0.697,0.0,0.0,0.0
20,2.67,0.909,0.0,0.0,0.0
21,0.41,0.139,0.0,0.0,0.0
22,0.82,0.279,0.0,0.0,0.0
23,0.17,0.058,0.0,0.0,0.0
