hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.16,0.052,0.0,0.0,0.0
1,0.62,0.203,0.0,0.0,0.0
2,0.07,0.023,0.0,0.0,0.0
3,0.07,0.023,0.0,0.0,0.0
4,0.08,0.026,0.0,0.0,0.0
5,0.12,0.04,0.0,0.0,0.0
6,0.99,0.323,0.0,0.0,0.0
7,2.09,0.682,0.0,0.0,0.0
8,1.73,0.564,0.0,0.0,0.0
9,0.11,0.036,0.0,0.0,0.0
10,0.48,0.156,0.0,0.0,0.0
11,0.35,0.115,0.0,0.0,0.0
12,0.11,0.036,0.0,0.0,0.0
13,0.1,0.032,0.0,0.0,0.0
14,0.11,0.036,0.0,0.0,0.0
15,0.72,0.235,0.0,0.0,0.0
16,0.14,0.045,0.0,0.0,0.0
17,0.2,0.065,0.0,0.0,0.0
18,4.53,1.478,0.0,0.0,0.0
19,3.02,0.985,0.0,0.0,0.0
20,2.44,0.796,0.0,0.0,0.0
21,0.46,0.15,0.0,0.0,0.0
22,0.25,0.081,0.0,0.0,0.0
23,0.74,0.241,0.0,0.0,0.0
