hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,1.86,0.576,0.0,0.0,0.0
1,3.58,1.109,0.0,0.0,0.0
2,1.13,0.35,0.0,0.0,0.0
3,0.17,0.053,0.0,0.0,0.0
4,0.18,0.056,0.0,0.0,0.0
5,0.85,0.263,0.0,0.0,0.0
6,0.17,0.053,0.0,0.0,0.0
7,0.24,0.074,0.0,0.0,0.0
8,0.21,0.065,0.0,0.0,0.0
9,0.2,0.062,0.0,0.0,0.0
10,0.66,0.205,0.0,0.0,0.0
11,1.29,0.4,0.0,0.0,0.0
12,0.28,0.087,0.0,0.0,0.0
13,0.75,0.232,0.0,0.0,0.0
14,0.42,0.13,0.0,0.0,0.0
15,0.32,0.1,0.0,0.0,0.0
16,0.25,0.078,0.0,0.0,0.0
17,0.82,0.254,0.0,0.0,0.0
18,3.35,1.037,0.0,0.0,0.0
19,1.7,0.527,0.0,0.0,0.0
20,0.67,0.207,0.0,0.0,0.0
21,0.98,0.304,0.0,0.0,0.0
22,1.53,0.474,0.0,0.0,0.0
23,0.28,0.086,0.0,0.0,0.0
