hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.039,0.0,0.0,0.0
1,0.08,0.024,0.0,0.0,0.0
2,0.07,0.021,0.0,0.0,0.0
3,0.08,0.024,0.0,0.0,0.0
4,0.63,0.187,0.0,0.0,0.0
5,0.08,0.024,0.0,0.0,0.0
6,0.08,0.024,0.0,0.0,0.0
7,0.07,0.021,0.0,0.0,0.0
8,0.15,0.045,0.0,0.0,0.0
9,0.24,0.072,0.0,0.0,0.0
10,1.21,0.36,0.0,0.0,0.0
11,1.82,0.54,0.0,0.0,0.0
12,1.09,0.323,0.0,0.0,0.0
13,0.18,0.054,0.0,0.0,0.0
14,0.1,0.03,0.0,0.0,0.0
15,3.7,1.098,0.0,0.0,0.0
16,2.71,0.805,0.0,0.0,0.0
17,2.88,0.855,0.0,0.0,0.0
18,3.77,1.119,0.0,0.0,0.0
19,3.26,0.967,0.0,0.0,0.0
20,0.21,0.063,0.0,0.0,0.0
21,0.26,0.078,0.0,0.0,0.0
22,2.02,0.599,0.0,0.0,0.0
23,0.32,0.095,0.0,0.0,0.0
