hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.04,0.0,0.0,0.0
1,0.09,0.045,0.0,0.0,0.0
2,0.66,0.326,0.0,0.0,0.0
3,0.1,0.05,0.0,0.0,0.0
4,0.09,0.045,0.0,0.0,0.0
5,0.09,0.045,0.0,0.0,0.0
6,0.36,0.178,0.0,0.0,0.0
7,1.53,0.754,0.0,0.0,0.0
8,1.6,0.788,0.0,0.0,0.0
9,0.08,0.04,0.0,0.0,0.0
10,0.07,0.035,0.0,0.0,0.0
11,0.61,0.301,0.0,0.0,0.0
12,0.07,0.035,0.0,0.0,0.0
13,0.08,0.04,0.0,0.0,0.0
14,0.16,0.078,0.0,0.0,0.0
15,0.09,0.045,0.0,0.0,0.0
16,0.08,0.04,0.0,0.0,0.0
17,0.65,0.32,0.0,0.0,0.0
18,0.07,0.035,0.0,0.0,0.0
19,0.14,0.069,0.0,0.0,0.0
20,0.11,0.054,0.0,0.0,0.0
21,0.08,0.04,0.0,0.0,0.0
22,2.82,1.389,0.0,0.0,0.0
23,0.15,0.074,0.0,0.0,0.0
