hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,1.14,0.478,0.0,0.0,0.0
1,0.2,0.084,0.0,0.0,0.0
2,0.09,0.038,0.0,0.0,0.0
3,0.66,0.277,0.0,0.0,0.0
4,0.08,0.034,0.0,0.0,0.0
5,0.08,0.034,0.0,0.0,0.0
6,0.08,0.034,0.0,0.0,0.0
7,0.08,0.034,0.0,0.0,0.0
8,0.11,0.046,0.0,0.0,0.0
9,0.71,0.298,0.0,0.0,0.0
10,0.18,0.076,0.0,0.0,0.0
11,0.18,0.076,0.0,0.0,0.0
12,3.02,1.267,0.0,0.0,0.0
13,1.32,0.554,0.0,0.0,0.0
14,0.09,0.038,0.0,0.0,0.0
15,0.38,0.159,0.0,0.0,0.0
16,1.1,0.461,0.0,0.0,0.0
17,0.11,0.047,0.0,0.0,0.0
18,0.09,0.038,0.0,0.0,0.0
19,1.01,0.424,0.0,0.0,0.0
20,0.19,0.08,0.0,0.0,0.0
21,0.85,0.357,0.0,0.0,0.0
22,0.95,0.398,0.0,0.0,0.0
23,0.53,0.223,0.0,0.0,0.0
