hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.7,0.271,0.0,0.0,0.0
1,0.14,0.054,0.0,0.0,0.0
2,0.18,0.07,0.0,0.0,0.0
3,0.19,0.074,0.0,0.0,0.0
4,0.77,0.298,0.0,0.0,0.0
5,0.18,0.07,0.0,0.0,0.0
6,0.19,0.074,0.0,0.0,0.0
7,0.17,0.066,0.0,0.0,0.0
8,1.57,0.607,0.0,0.0,0.0
9,0.16,0.062,0.0,0.0,0.0
10,0.55,0.213,0.0,0.0,0.0
11,0.38,0.147,0.0,0.0,0.0
12,0.93,0.36,0.0,0.0,0.0
13,0.33,0.128,0.0,0.0,0.0
14,0.17,0.066,0.0,0.0,0.0
15,0.72,0.279,0.0,0.0,0.0
16,0.18,0.07,0.0,0.0,0.0
17,0.18,0.07,0.0,0.0,0.0
18,0.31,0.12,0.0,0.0,0.0
19,4.41,1.704,0.0,0.0,0.0
20,2.22,0.858,0.0,0.0,0.0
21,1.07,0.413,0.0,0.0,0.0
22,0.19,0.074,0.0,0.0,0.0
23,0.83,0.321,0.0,0.0,0.0
