hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.33,0.107,0.0,0.0,0.0
1,0.67,0.217,0.0,0.0,0.0
2,0.13,0.042,0.0,0.0,0.0
3,0.13,0.042,0.0,0.0,0.0
4,0.13,0.042,0.0,0.0,0.0
5,0.12,0.039,0.0,0.0,0.0
6,0.14,0.046,0.0,0.0,0.0
7,0.7,0.227,0.0,0.0,0.0
8,0.12,0.039,0.0,0.0,0.0
9,0.12,0.039,0.0,0.0,0.0
10,0.12,0.038,0.0,0.0,0.0
11,0.82,0.266,0.0,0.0,0.0
12,0.35,0.113,0.0,0.0,0.0
13,0.51,0.165,0.0,0.0,0.0
14,1.76,0.571,0.0,0.0,0.0
15,4.78,1.552,0.0,0.0,0.0
16,3.02,0.98,0.0,0.0,0.0
17,1.28,0.415,0.0,0.0,0.0
18,0.25,0.081,0.0,0.0,0.0
19,0.24,0.078,0.0,0.0,0.0
20,0.38,0.123,0.0,0.0,0.0
21,0.83,0.269,0.0,0.0,0.0
22,0.34,0.11,0.0,0.0,0.0
23,1.04,0.338,0.0,0.0,0.0
