hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.15,0.069,0.0,0.0,0.0
1,0.79,0.365,0.0,0.0,0.0
2,0.15,0.07,0.0,0.0,0.0
3,0.14,0.065,0.0,0.0,0.0
4,0.14,0.064,0.0,0.0,0.0
5,0.13,0.06,0.0,0.0,0.0
6,0.12,0.055,0.0,0.0,0.0
7,0.71,0.328,0.0,0.0,0.0
8,0.13,0.06,0.0,0.0,0.0
9,0.18,0.084,0.0,0.0,0.0
10,0.24,0.111,0.0,0.0,0.0
11,0.2,0.092,0.0,0.0,0.0
12,0.74,0.342,0.0,0.0,0.0
13,0.22,0.102,0.0,0.0,0.0
14,0.19,0.088,0.0,0.0,0.0
15,0.11,0.051,0.0,0.0,0.0
16,0.11,0.051,0.0,0.0,0.0
17,0.12,0.056,0.0,0.0,0.0
18,0.71,0.329,0.0,0.0,0.0
19,0.11,0.051,0.0,0.0,0.0
20,0.47,0.217,0.0,0.0,0.0
21,0.7,0.324,0.0,0.0,0.0
22,1.56,0.722,0.0,0.0,0.0
23,0.99,0.458,0.0,0.0,0.0
