hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.14,0.053,0.0,0.0,0.0
1,0.22,0.084,0.0,0.0,0.0
2,0.75,0.285,0.0,0.0,0.0
3,0.23,0.087,0.0,0.0,0.0
4,0.22,0.084,0.0,0.0,0.0
5,0.23,0.088,0.0,0.0,0.0
6,1.04,0.394,0.0,0.0,0.0
7,0.82,0.311,0.0,0.0,0.0
8,3.46,1.312,0.0,0.0,0.0
9,3.34,1.266,0.0,0.0,0.0
10,0.9,0.341,0.0,0.0,0.0
11,0.13,0.049,0.0,0.0,0.0
12,1.05,0.398,0.0,0.0,0.0
13,0.19,0.072,0.0,0.0,0.0
14,0.18,0.068,0.0,0.0,0.0
15,0.69,0.262,0.0,0.0,0.0
16,0.11,0.042,0.0,0.0,0.0
17,0.13,0.05,0.0,0.0,0.0
18,0.12,0.046,0.0,0.0,0.0
19,0.69,0.262,0.0,0.0,0.0
20,0.18,0.068,0.0,0.0,0.0
21,1.11,0.421,0.0,0.0,0.0
22,0.18,0.069,0.0,0.0,0.0
23,0.13,0.05,0.0,0.0,0.0
