hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.71,0.271,0.0,0.0,0.0
1,0.14,0.053,0.0,0.0,0.0
2,0.13,0.05,0.0,0.0,0.0
3,0.09,0.034,0.0,0.0,0.0
4,0.07,0.026,0.0,0.0,0.0
5,0.66,0.252,0.0,0.0,0.0
6,0.08,0.03,0.0,0.0,0.0
7,0.08,0.03,0.0,0.0,0.0
8,0.16,0.061,0.0,0.0,0.0
9,0.17,0.065,0.0,0.0,0.0
10,0.17,0.065,0.0,0.0,0.0
11,0.6,0.229,0.0,0.0,0.0
12,3.15,1.204,0.0,0.0,0.0
13,1.37,0.524,0.0,0.0,0.0
14,0.7,0.268,0.0,0.0,0.0
15,0.41,0.157,0.0,0.0,0.0
16,1.05,0.401,0.0,0.0,0.0
17,0.65,0.249,0.0,0.0,0.0
18,0.89,0.34,0.0,0.0,0.0
19,2.12,0.81,0.0,0.0,0.0
20,0.68,0.26,0.0,0.0,0.0
21,1.21,0.463,0.0,0.0,0.0
22,0.57,0.218,0.0,0.0,0.0
23,0.86,0.329,0.0,0.0,0.0
