hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.76,0.283,0.0,0.0,0.0
1,0.18,0.068,0.0,0.0,0.0
2,0.19,0.071,0.0,0.0,0.0
3,0.19,0.071,0.0,0.0,0.0
4,0.74,0.276,0.0,0.0,0.0
5,0.18,0.067,0.0,0.0,0.0
6,0.68,0.253,0.0,0.0,0.0
7,1.75,0.652,0.0,0.0,0.0
8,3.05,1.137,0.0,0.0,0.0
9,0.16,0.06,0.0,0.0,0.0
10,0.16,0.06,0.0,0.0,0.0
11,0.79,0.295,0.0,0.0,0.0
12,0.17,0.064,0.0,0.0,0.0
13,0.16,0.06,0.0,0.0,0.0
14,0.16,0.06,0.0,0.0,0.0
15,0.73,0.273,0.0,0.0,0.0
16,0.17,0.064,0.0,0.0,0.0
17,0.16,0.06,0.0,0.0,0.0
18,1.55,0.578,0.0,0.0,0.0
19,0.69,0.257,0.0,0.0,0.0
20,0.97,0.361,0.0,0.0,0.0
21,1.16,0.432,0.0,0.0,0.0
22,0.19,0.071,0.0,0.0,0.0
23,2.45,0.913,0.0,0.0,0.0
