hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.84,0.302,0.0,0.0,0.0
1,0.25,0.09,0.0,0.0,0.0
2,0.24,0.086,0.0,0.0,0.0
3,0.24,0.086,0.0,0.0,0.0
4,0.81,0.291,0.0,0.0,0.0
5,0.24,0.086,0.0,0.0,0.0
6,0.27,0.097,0.0,0.0,0.0
7,0.38,0.136,0.0,0.0,0.0
8,0.4,0.144,0.0,0.0,0.0
9,0.33,0.119,0.0,0.0,0.0
10,2.36,0.848,0.0,0.0,0.0
11,0.36,0.13,0.0,0.0,0.0
12,0.67,0.24,0.0,0.0,0.0
13,0.31,0.111,0.0,0.0,0.0
14,1.12,0.402,0.0,0.0,0.0
15,0.96,0.345,0.0,0.0,0.0
16,0.37,0.133,0.0,0.0,0.0
17,0.32,0.115,0.0,0.0,0.0
18,0.61,0.219,0.0,0.0,0.0
19,1.4,0.502,0.0,0.0,0.0
20,0.4,0.144,0.0,0.0,0.0
21,1.16,0.416,0.0,0.0,0.0
22,1.24,0.445,0.0,0.0,0.0
23,0.31,0.111,0.0,0.0,0.0
