hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.15,0.047,0.0,0.0,0.0
1,0.15,0.047,0.0,0.0,0.0
2,0.19,0.06,0.0,0.0,0.0
3,0.78,0.247,0.0,0.0,0.0
4,0.25,0.079,0.0,0.0,0.0
5,0.25,0.079,0.0,0.0,0.0
6,0.45,0.142,0.0,0.0,0.0
7,2.94,0.93,0.0,0.0,0.0
8,1.65,0.521,0.0,0.0,0.0
9,0.17,0.053,0.0,0.0,0.0
10,0.32,0.101,0.0,0.0,0.0
11,1.7,0.537,0.0,0.0,0.0
12,0.17,0.053,0.0,0.0,0.0
13,0.18,0.056,0.0,0.0,0.0
14,0.73,0.231,0.0,0.0,0.0
15,0.26,0.083,0.0,0.0,0.0
16,0.19,0.06,0.0,0.0,0.0
17,0.16,0.05,0.0,0.0,0.0
18,0.26,0.082,0.0,0.0,0.0
19,2.28,0.721,0.0,0.0,0.0
20,0.67,0.211,0.0,0.0,0.0
21,1.1,0.348,0.0,0.0,0.0
22,3.24,1.024,0.0,0.0,0.0
23,2.75,0.87,0.0,0.0,0.0
