hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.7,0.221,0.0,0.0,0.0
1,0.17,0.053,0.0,0.0,0.0
2,0.16,0.05,0.0,0.0,0.0
3,0.26,0.082,0.0,0.0,0.0
4,0.71,0.224,0.0,0.0,0.0
5,0.14,0.045,0.0,0.0,0.0
6,3.17,1.001,0.0,0.0,0.0
7,2.62,0.827,0.0,0.0,0.0
8,0.07,0.022,0.0,0.0,0.0
9,0.08,0.026,0.0,0.0,0.0
10,0.76,0.24,0.0,0.0,0.0
11,0.08,0.026,0.0,0.0,0.0
12,0.07,0.022,0.0,0.0,0.0
13,0.08,0.026,0.0,0.0,0.0
14,0.66,0.209,0.0,0.0,0.0
15,0.08,0.026,0.0,0.0,0.0
16,0.07,0.022,0.0,0.0,0.0
17,0.1,0.032,0.0,0.0,0.0
18,0.66,0.208,0.0,0.0,0.0
19,1.36,0.429,0.0,0.0,0.0
20,2.79,0.88,0.0,0.0,0.0
21,2.27,0.717,0.0,0.0,0.0
22,2.54,0.803,0.0,0.0,0.0
23,0.76,0.24,0.0,0.0,0.0
