hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.16,0.056,0.0,0.0,0.0
1,0.77,0.266,0.0,0.0,0.0
2,0.17,0.059,0.0,0.0,0.0
3,0.18,0.062,0.0,0.0,0.0
4,0.17,0.059,0.0,0.0,0.0
5,0.21,0.072,0.0,0.0,0.0
6,0.82,0.283,0.0,0.0,0.0
7,2.74,0.944,0.0,0.0,0.0
8,1.58,0.544,0.0,0.0,0.0
9,0.07,0.024,0.0,0.0,0.0
10,0.18,0.062,0.0,0.0,0.0
11,0.59,0.203,0.0,0.0,0.0
12,0.16,0.056,0.0,0.0,0.0
13,0.09,0.031,0.0,0.0,0.0
14,0.06,0.021,0.0,0.0,0.0
15,0.67,0.231,0.0,0.0,0.0
16,0.09,0.031,0.0,0.0,0.0
17,0.66,0.227,0.0,0.0,0.0
18,1.38,0.475,0.0,0.0,0.0
19,1.06,0.365,0.0,0.0,0.0
20,2.35,0.809,0.0,0.0,0.0
21,0.45,0.155,0.0,0.0,0.0
22,0.68,0.235,0.0,0.0,0.0
23,0.35,0.121,0.0,0.0,0.0
