hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.7,0.323,0.0,0.0,0.0
1,0.07,0.032,0.0,0.0,0.0
2,0.08,0.036,0.0,0.0,0.0
3,0.07,0.032,0.0,0.0,0.0
4,0.07,0.032,0.0,0.0,0.0
5,0.08,0.037,0.0,0.0,0.0
6,0.68,0.314,0.0,0.0,0.0
7,0.11,0.051,0.0,0.0,0.0
8,0.28,0.129,0.0,0.0,0.0
9,0.25,0.115,0.0,0.0,0.0
10,0.17,0.079,0.0,0.0,0.0
11,1.58,0.729,0.0,0.0,0.0
12,0.15,0.07,0.0,0.0,0.0
13,0.22,0.102,0.0,0.0,0.0
14,0.82,0.379,0.0,0.0,0.0
15,0.16,0.074,0.0,0.0,0.0
16,0.11,0.051,0.0,0.0,0.0
17,0.23,0.106,0.0,0.0,0.0
18,0.49,0.226,0.0,0.0,0.0
19,1.51,0.697,0.0,0.0,0.0
20,0.36,0.166,0.0,0.0,0.0
21,0.22,0.101,0.0,0.0,0.0
22,0.85,0.392,0.0,0.0,0.0
23,0.12,0.055,0.0,0.0,0.0
