hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.07,0.025,0.0,0.0,0.0
1,0.77,0.277,0.0,0.0,0.0
2,0.18,0.064,0.0,0.0,0.0
3,0.17,0.061,0.0,0.0,0.0
4,0.18,0.064,0.0,0.0,0.0
5,0.72,0.258,0.0,0.0,0.0
6,0.36,0.129,0.0,0.0,0.0
7,2.15,0.772,0.0,0.0,0.0
8,1.06,0.381,0.0,0.0,0.0
9,0.07,0.025,0.0,0.0,0.0
10,0.38,0.136,0.0,0.0,0.0
11,0.32,0.115,0.0,0.0,0.0
12,0.07,0.025,0.0,0.0,0.0
13,0.08,0.028,0.0,0.0,0.0
14,0.07,0.025,0.0,0.0,0.0
15,0.08,0.029,0.0,0.0,0.0
16,0.61,0.219,0.0,0.0,0.0
17,0.07,0.025,0.0,0.0,0.0
18,0.07,0.025,0.0,0.0,0.0
19,2.37,0.851,0.0,0.0,0.0
20,3.67,1.317,0.0,0.0,0.0
21,0.51,0.183,0.0,0.0,0.0
22,0.3,0.107,0.0,0.0,0.0
23,0.66,0.237,0.0,0.0,0.0
