hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.28,0.096,0.0,0.0,0.0
1,0.25,0.085,0.0,0.0,0.0
2,0.24,0.082,0.0,0.0,0.0
3,0.25,0.085,0.0,0.0,0.0
4,0.79,0.269,0.0,0.0,0.0
5,0.24,0.082,0.0,0.0,0.0
6,0.39,0.133,0.0,0.0,0.0
7,1.16,0.395,0.0,0.0,0.0
8,1.85,0.631,0.0,0.0,0.0
9,0.15,0.051,0.0,0.0,0.0
10,0.28,0.096,0.0,0.0,0.0
11,0.69,0.235,0.0,0.0,0.0
12,0.16,0.054,0.0,0.0,0.0
13,0.17,0.058,0.0,0.0,0.0
14,0.16,0.054,0.0,0.0,0.0
15,0.53,0.181,0.0,0.0,0.0
16,0.39,0.133,0.0,0.0,0.0
17,0.16,0.055,0.0,0.0,0.0
18,0.17,0.058,0.0,0.0,0.0
19,1.39,0.474,0.0,0.0,0.0
20,1.55,0.528,0.0,0.0,0.0
21,0.48,0.164,0.0,0.0,0.0
22,2.77,0.944,0.0,0.0,0.0
23,2.58,0.879,0.0,0.0,0.0
