hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.21,0.068,0.0,0.0,0.0
1,0.19,0.062,0.0,0.0,0.0
2,0.17,0.055,0.0,0.0,0.0
3,0.71,0.23,0.0,0.0,0.0
4,0.18,0.058,0.0,0.0,0.0
5,0.18,0.058,0.0,0.0,0.0
6,0.18,0.058,0.0,0.0,0.0
7,0.18,0.058,0.0,0.0,0.0
8,0.35,0.114,0.0,0.0,0.0
9,1.0,0.324,0.0,0.0,0.0
10,1.41,0.457,0.0,0.0,0.0
11,0.18,0.058,0.0,0.0,0.0
12,0.75,0.243,0.0,0.0,0.0
13,0.34,0.11,0.0,0.0,0.0
14,2.9,0.94,0.0,0.0,0.0
15,1.88,0.609,0.0,0.0,0.0
16,2.6,0.843,0.0,0.0,0.0
17,0.66,0.214,0.0,0.0,0.0
18,1.56,0.506,0.0,0.0,0.0
19,1.25,0.405,0.0,0.0,0.0
20,0.81,0.263,0.0,0.0,0.0
21,0.52,0.169,0.0,0.0,0.0
22,0.8,0.26,0.0,0.0,0.0
23,0.19,0.062,0.0,0.0,0.0
