hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.11,0.049,0.0,0.0,0.0
1,0.71,0.317,0.0,0.0,0.0
2,0.12,0.054,0.0,0.0,0.0
3,0.12,0.053,0.0,0.0,0.0
4,0.11,0.049,0.0,0.0,0.0
5,0.13,0.058,0.0,0.0,0.0
6,1.03,0.461,0.0,0.0,0.0
7,1.31,0.586,0.0,0.0,0.0
8,0.69,0.309,0.0,0.0,0.0
9,0.16,0.072,0.0,0.0,0.0
10,0.18,0.08,0.0,0.0,0.0
11,0.69,0.308,0.0,0.0,0.0
12,0.17,0.076,0.0,0.0,0.0
13,0.17,0.076,0.0,0.0,0.0
14,0.17,0.076,0.0,0.0,0.0
15,0.16,0.072,0.0,0.0,0.0
16,0.18,0.08,0.0,0.0,0.0
17,0.59,0.264,0.0,0.0,0.0
18,0.29,0.129,0.0,0.0,0.0
19,0.22,0.099,0.0,0.0,0.0
20,0.66,0.296,0.0,0.0,0.0
21,1.3,0.582,0.0,0.0,0.0
22,0.34,0.152,0.0,0.0,0.0
23,0.19,0.085,0.0,0.0,0.0
