hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.12,0.036,0.0,0.0,0.0
1,0.63,0.193,0.0,0.0,0.0
2,0.12,0.036,0.0,0.0,0.0
3,0.11,0.033,0.0,0.0,0.0
4,0.11,0.033,0.0,0.0,0.0
5,0.11,0.033,0.0,0.0,0.0
6,0.12,0.036,0.0,0.0,0.0
7,0.68,0.208,0.0,0.0,0.0
8,0.11,0.033,0.0,0.0,0.0
9,0.19,0.058,0.0,0.0,0.0
10,0.94,0.288,0.0,0.0,0.0
11,0.71,0.218,0.0,0.0,0.0
12,1.4,0.429,0.0,0.0,0.0
13,3.64,1.115,0.0,0.0,0.0
14,1.29,0.395,0.0,0.0,0.0
15,0.63,0.193,0.0,0.0,0.0
16,1.38,0.423,0.0,0.0,0.0
17,1.24,0.38,0.0,0.0,0.0
18,1.51,0.463,0.0,0.0,0.0
19,0.62,0.19,0.0,0.0,0.0
20,2.24,0.687,0.0,0.0,0.0
21,1.18,0.362,0.0,0.0,0.0
22,3.63,1.113,0.0,0.0,0.0
23,0.64,0.196,0.0,0.0,0.0
