hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.18,0.069,0.0,0.0,0.0
1,0.87,0.332,0.0,0.0,0.0
2,0.17,0.065,0.0,0.0,0.0
3,0.17,0.065,0.0,0.0,0.0
4,0.17,0.065,0.0,0.0,0.0
5,0.79,0.303,0.0,0.0,0.0
6,0.77,0.295,0.0,0.0,0.0
7,0.56,0.215,0.0,0.0,0.0
8,0.94,0.36,0.0,0.0,0.0
9,0.19,0.073,0.0,0.0,0.0
10,0.15,0.058,0.0,0.0,0.0
11,0.98,0.375,0.0,0.0,0.0
12,0.82,0.314,0.0,0.0,0.0
13,0.29,0.111,0.0,0.0,0.0
14,0.16,0.062,0.0,0.0,0.0
15,0.73,0.279,0.0,0.0,0.0
16,0.19,0.072,0.0,0.0,0.0
17,0.16,0.062,0.0,0.0,0.0
18,1.06,0.406,0.0,0.0,0.0
19,0.38,0.145,0.0,0.0,0.0
20,0.4,0.153,0.0,0.0,0.0
21,1.22,0.467,0.0,0.0,0.0
22,0.94,0.36,0.0,0.0,0.0
23,0.17,0.065,0.0,0.0,0.0
