hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.07,0.057,0.0,0.0,0.0
1,0.07,0.057,0.0,0.0,0.0
2,0.07,0.057,0.0,0.0,0.0
3,0.06,0.048,0.0,0.0,0.0
4,0.06,0.049,0.0,0.0,0.0
5,0.07,0.057,0.0,0.0,0.0
6,0.07,0.057,0.0,0.0,0.0
7,0.06,0.048,0.0,0.0,0.0
8,0.07,0.057,0.0,0.0,0.0
9,0.97,0.792,0.0,0.0,0.0
10,0.08,0.066,0.0,0.0,0.0
11,0.07,0.057,0.0,0.0,0.0
12,0.08,0.066,0.0,0.0,0.0
13,0.14,0.115,0.0,0.0,0.0
14,0.09,0.074,0.0,0.0,0.0
15,0.08,0.065,0.0,0.0,0.0
16,0.08,0.066,0.0,0.0,0.0
17,0.07,0.057,0.0,0.0,0.0
18,0.06,0.049,0.0,0.0,0.0
19,0.07,0.057,0.0,0.0,0.0
20,0.07,0.057,0.0,0.0,0.0
21,0.89,0.727,0.0,0.0,0.0
22,0.12,0.098,0.0,0.0,0.0
23,0.06,0.049,0.0,0.0,0.0
