hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.63,0.293,0.0,0.0,0.0
1,0.09,0.042,0.0,0.0,0.0
2,0.09,0.042,0.0,0.0,0.0
3,0.1,0.046,0.0,0.0,0.0
4,0.1,0.047,0.0,0.0,0.0
5,0.08,0.037,0.0,0.0,0.0
6,0.76,0.354,0.0,0.0,0.0
7,1.68,0.782,0.0,0.0,0.0
8,1.27,0.592,0.0,0.0,0.0
9,0.07,0.033,0.0,0.0,0.0
10,0.06,0.028,0.0,0.0,0.0
11,0.7,0.326,0.0,0.0,0.0
12,0.07,0.033,0.0,0.0,0.0
13,0.06,0.028,0.0,0.0,0.0
14,0.07,0.033,0.0,0.0,0.0
15,0.08,0.038,0.0,0.0,0.0
16,0.74,0.344,0.0,0.0,0.0
17,0.08,0.038,0.0,0.0,0.0
18,0.07,0.033,0.0,0.0,0.0
19,0.07,0.033,0.0,0.0,0.0
20,0.08,0.038,0.0,0.0,0.0
21,0.68,0.317,0.0,0.0,0.0
22,0.21,0.098,0.0,0.0,0.0
23,1.02,0.475,0.0,0.0,0.0
