hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.72,0.293,0.0,0.0,0.0
1,0.14,0.056,0.0,0.0,0.0
2,0.16,0.066,0.0,0.0,0.0
3,0.24,0.098,0.0,0.0,0.0
4,0.22,0.09,0.0,0.0,0.0
5,0.77,0.313,0.0,0.0,0.0
6,0.37,0.151,0.0,0.0,0.0
7,1.29,0.525,0.0,0.0,0.0
8,0.27,0.11,0.0,0.0,0.0
9,0.25,0.102,0.0,0.0,0.0
10,0.72,0.293,0.0,0.0,0.0
11,0.18,0.074,0.0,0.0,0.0
12,0.18,0.074,0.0,0.0,0.0
13,0.17,0.07,0.0,0.0,0.0
14,0.19,0.078,0.0,0.0,0.0
15,0.7,0.285,0.0,0.0,0.0
16,0.18,0.074,0.0,0.0,0.0
17,0.18,0.074,0.0,0.0,0.0
18,1.25,0.509,0.0,0.0,0.0
19,0.25,0.102,0.0,0.0,0.0
20,1.34,0.544,0.0,0.0,0.0
21,0.25,0.102,0.0,0.0,0.0
22,0.2,0.081,0.0,0.0,0.0
23,0.69,0.28,0.0,0.0,0.0
