hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.19,0.085,0.0,0.0,0.0
1,0.85,0.382,0.0,0.0,0.0
2,0.19,0.085,0.0,0.0,0.0
3,0.1,0.044,0.0,0.0,0.0
4,0.09,0.04,0.0,0.0,0.0
5,0.09,0.04,0.0,0.0,0.0
6,0.98,0.44,0.0,0.0,0.0
7,1.57,0.706,0.0,0.0,0.0
8,1.41,0.634,0.0,0.0,0.0
9,0.07,0.031,0.0,0.0,0.0
10,0.07,0.031,0.0,0.0,0.0
11,0.62,0.279,0.0,0.0,0.0
12,0.07,0.031,0.0,0.0,0.0
13,0.07,0.031,0.0,0.0,0.0
14,0.07,0.031,0.0,0.0,0.0
15,0.07,0.031,0.0,0.0,0.0
16,0.08,0.035,0.0,0.0,0.0
17,0.63,0.283,0.0,0.0,0.0
18,0.08,0.036,0.0,0.0,0.0
19,0.07,0.031,0.0,0.0,0.0
20,1.38,0.62,0.0,0.0,0.0
21,1.78,0.8,0.0,0.0,0.0
22,0.88,0.396,0.0,0.0,0.0
23,0.28,0.126,0.0,0.0,0.0
