hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.58,0.293,0.0,0.0,0.0
1,0.09,0.045,0.0,0.0,0.0
2,0.07,0.035,0.0,0.0,0.0
3,0.08,0.04,0.0,0.0,0.0
4,0.09,0.045,0.0,0.0,0.0
5,0.07,0.035,0.0,0.0,0.0
6,0.33,0.167,0.0,0.0,0.0
7,1.43,0.723,0.0,0.0,0.0
8,0.12,0.06,0.0,0.0,0.0
9,0.14,0.071,0.0,0.0,0.0
10,1.01,0.511,0.0,0.0,0.0
11,0.08,0.04,0.0,0.0,0.0
12,0.08,0.04,0.0,0.0,0.0
13,0.32,0.162,0.0,0.0,0.0
14,0.38,0.192,0.0,0.0,0.0
15,0.09,0.045,0.0,0.0,0.0
16,0.08,0.04,0.0,0.0,0.0
17,0.08,0.04,0.0,0.0,0.0
18,0.09,0.045,0.0,0.0,0.0
19,0.08,0.04,0.0,0.0,0.0
20,0.19,0.096,0.0,0.0,0.0
21,1.65,0.834,0.0,0.0,0.0
22,0.16,0.081,0.0,0.0,0.0
23,0.08,0.04,0.0,0.0,0.0
