hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.051,0.0,0.0,0.0
1,0.14,0.055,0.0,0.0,0.0
2,0.14,0.055,0.0,0.0,0.0
3,0.71,0.278,0.0,0.0,0.0
4,0.21,0.082,0.0,0.0,0.0
5,0.23,0.09,0.0,0.0,0.0
6,0.52,0.204,0.0,0.0,0.0
7,1.59,0.624,0.0,0.0,0.0
8,1.31,0.513,0.0,0.0,0.0
9,1.02,0.4,0.0,0.0,0.0
10,0.16,0.062,0.0,0.0,0.0
11,0.76,0.298,0.0,0.0,0.0
12,0.16,0.062,0.0,0.0,0.0
13,0.17,0.066,0.0,0.0,0.0
14,0.17,0.066,0.0,0.0,0.0
15,0.17,0.066,0.0,0.0,0.0
16,0.76,0.298,0.0,0.0,0.0
17,2.51,0.984,0.0,0.0,0.0
18,0.84,0.329,0.0,0.0,0.0
19,0.95,0.372,0.0,0.0,0.0
20,0.92,0.361,0.0,0.0,0.0
21,2.24,0.878,0.0,0.0,0.0
22,0.16,0.063,0.0,0.0,0.0
23,0.39,0.153,0.0,0.0,0.0
