hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.06,0.051,0.0,0.0,0.0
1,0.3,0.257,0.0,0.0,0.0
2,0.58,0.496,0.0,0.0,0.0
3,0.14,0.119,0.0,0.0,0.0
4,0.1,0.086,0.0,0.0,0.0
5,0.07,0.06,0.0,0.0,0.0
6,0.06,0.051,0.0,0.0,0.0
7,0.07,0.06,0.0,0.0,0.0
8,0.07,0.06,0.0,0.0,0.0
9,0.07,0.06,0.0,0.0,0.0
10,0.07,0.06,0.0,0.0,0.0
11,0.07,0.06,0.0,0.0,0.0
12,0.07,0.06,0.0,0.0,0.0
13,0.08,0.068,0.0,0.0,0.0
14,0.91,0.778,0.0,0.0,0.0
15,0.07,0.06,0.0,0.0,0.0
16,0.08,0.068,0.0,0.0,0.0
17,0.07,0.06,0.0,0.0,0.0
18,0.07,0.06,0.0,0.0,0.0
19,0.08,0.068,0.0,0.0,0.0
20,0.07,0.06,0.0,0.0,0.0
21,0.06,0.051,0.0,0.0,0.0
22,0.08,0.068,0.0,0.0,0.0
23,0.07,0.06,0.0,0.0,0.0
