hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.66,0.28,0.0,0.0,0.0
1,0.19,0.081,0.0,0.0,0.0
2,0.22,0.094,0.0,0.0,0.0
3,0.21,0.09,0.0,0.0,0.0
4,0.22,0.094,0.0,0.0,0.0
5,0.76,0.324,0.0,0.0,0.0
6,0.46,0.196,0.0,0.0,0.0
7,1.35,0.574,0.0,0.0,0.0
8,0.14,0.06,0.0,0.0,0.0
9,1.49,0.633,0.0,0.0,0.0
10,1.23,0.523,0.0,0.0,0.0
11,0.38,0.161,0.0,0.0,0.0
12,0.85,0.361,0.0,0.0,0.0
13,0.28,0.119,0.0,0.0,0.0
14,0.96,0.408,0.0,0.0,0.0
15,0.26,0.111,0.0,0.0,0.0
16,0.18,0.077,0.0,0.0,0.0
17,0.09,0.038,0.0,0.0,0.0
18,0.61,0.259,0.0,0.0,0.0
19,0.09,0.038,0.0,0.0,0.0
20,0.17,0.073,0.0,0.0,0.0
21,0.93,0.395,0.0,0.0,0.0
22,0.93,0.396,0.0,0.0,0.0
23,0.22,0.094,0.0,0.0,0.0
