hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.22,0.084,0.0,0.0,0.0
1,0.23,0.087,0.0,0.0,0.0
2,0.23,0.087,0.0,0.0,0.0
3,0.23,0.087,0.0,0.0,0.0
4,0.8,0.302,0.0,0.0,0.0
5,0.23,0.087,0.0,0.0,0.0
6,0.6,0.227,0.0,0.0,0.0
7,1.23,0.465,0.0,0.0,0.0
8,2.52,0.953,0.0,0.0,0.0
9,0.18,0.068,0.0,0.0,0.0
10,0.78,0.295,0.0,0.0,0.0
11,0.18,0.068,0.0,0.0,0.0
12,0.18,0.068,0.0,0.0,0.0
13,0.18,0.068,0.0,0.0,0.0
14,0.73,0.276,0.0,0.0,0.0
15,0.18,0.068,0.0,0.0,0.0
16,0.18,0.068,0.0,0.0,0.0
17,0.18,0.068,0.0,0.0,0.0
18,2.39,0.904,0.0,0.0,0.0
19,2.54,0.961,0.0,0.0,0.0
20,0.69,0.261,0.0,0.0,0.0
21,2.34,0.885,0.0,0.0,0.0
22,0.42,0.158,0.0,0.0,0.0
23,0.42,0.158,0.0,0.0,0.0
