hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.52,0.17,0.0,0.0,0.0
1,0.51,0.167,0.0,0.0,0.0
2,1.08,0.355,0.0,0.0,0.0
3,0.51,0.167,0.0,0.0,0.0
4,0.51,0.167,0.0,0.0,0.0
5,0.51,0.167,0.0,0.0,0.0
6,0.51,0.167,0.0,0.0,0.0
7,1.09,0.358,0.0,0.0,0.0
8,0.5,0.164,0.0,0.0,0.0
9,0.5,0.164,0.0,0.0,0.0
10,0.51,0.167,0.0,0.0,0.0
11,1.0,0.328,0.0,0.0,0.0
12,1.7,0.558,0.0,0.0,0.0
13,2.23,0.731,0.0,0.0,0.0
14,1.95,0.64,0.0,0.0,0.0
15,0.49,0.161,0.0,0.0,0.0
16,1.09,0.358,0.0,0.0,0.0
17,0.5,0.164,0.0,0.0,0.0
18,0.53,0.174,0.0,0.0,0.0
19,0.58,0.19,0.0,0.0,0.0
20,1.18,0.388,0.0,0.0,0.0
21,0.53,0.174,0.0,0.0,0.0
22,0.53,0.174,0.0,0.0,0.0
23,0.52,0.17,0.0,0.0,0.0
