hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.61,0.191,0.0,0.0,0.0
1,0.15,0.047,0.0,0.0,0.0
2,0.65,0.203,0.0,0.0,0.0
3,0.12,0.037,0.0,0.0,0.0
4,0.17,0.053,0.0,0.0,0.0
5,0.17,0.053,0.0,0.0,0.0
6,0.18,0.056,0.0,0.0,0.0
7,0.76,0.239,0.0,0.0,0.0
8,0.85,0.266,0.0,0.0,0.0
9,0.33,0.103,0.0,0.0,0.0
10,1.39,0.436,0.0,0.0,0.0
11,0.58,0.182,0.0,0.0,0.0
12,0.25,0.079,0.0,0.0,0.0
13,0.89,0.279,0.0,0.0,0.0
14,0.34,0.106,0.0,0.0,0.0
15,0.46,0.144,0.0,0.0,0.0
16,0.98,0.307,0.0,0.0,0.0
17,1.16,0.364,0.0,0.0,0.0
18,4.5,1.411,0.0,0.0,0.0
19,2.49,0.781,0.0,0.0,0.0
20,2.68,0.84,0.0,0.0,0.0
21,0.56,0.176,0.0,0.0,0.0
22,1.02,0.32,0.0,0.0,0.0
23,0.18,0.056,0.0,0.0,0.0
