hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.13,0.065,0.0,0.0,0.0
1,0.14,0.07,0.0,0.0,0.0
2,0.64,0.317,0.0,0.0,0.0
3,0.14,0.07,0.0,0.0,0.0
4,0.13,0.065,0.0,0.0,0.0
5,0.13,0.065,0.0,0.0,0.0
6,0.4,0.198,0.0,0.0,0.0
7,1.86,0.92,0.0,0.0,0.0
8,1.35,0.668,0.0,0.0,0.0
9,0.07,0.035,0.0,0.0,0.0
10,0.07,0.035,0.0,0.0,0.0
11,0.64,0.317,0.0,0.0,0.0
12,0.07,0.035,0.0,0.0,0.0
13,0.08,0.04,0.0,0.0,0.0
14,0.07,0.035,0.0,0.0,0.0
15,0.07,0.035,0.0,0.0,0.0
16,0.63,0.312,0.0,0.0,0.0
17,0.08,0.04,0.0,0.0,0.0
18,0.07,0.035,0.0,0.0,0.0
19,0.4,0.197,0.0,0.0,0.0
20,0.7,0.346,0.0,0.0,0.0
21,0.53,0.262,0.0,0.0,0.0
22,0.64,0.317,0.0,0.0,0.0
23,0.1,0.05,0.0,0.0,0.0
