hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.11,0.037,0.0,0.0,0.0
1,0.11,0.037,0.0,0.0,0.0
2,0.81,0.269,0.0,0.0,0.0
3,0.1,0.033,0.0,0.0,0.0
4,0.09,0.03,0.0,0.0,0.0
5,0.09,0.03,0.0,0.0,0.0
6,1.4,0.465,0.0,0.0,0.0
7,3.69,1.224,0.0,0.0,0.0
8,0.57,0.189,0.0,0.0,0.0
9,0.2,0.066,0.0,0.0,0.0
10,0.94,0.312,0.0,0.0,0.0
11,0.25,0.083,0.0,0.0,0.0
12,0.22,0.072,0.0,0.0,0.0
13,0.22,0.072,0.0,0.0,0.0
14,0.21,0.069,0.0,0.0,0.0
15,0.21,0.069,0.0,0.0,0.0
16,0.8,0.265,0.0,0.0,0.0
17,0.22,0.072,0.0,0.0,0.0
18,0.21,0.069,0.0,0.0,0.0
19,0.63,0.209,0.0,0.0,0.0
20,1.28,0.425,0.0,0.0,0.0
21,2.17,0.72,0.0,0.0,0.0
22,3.75,1.244,0.0,0.0,0.0
23,1.09,0.362,0.0,0.0,0.0
