hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.28,0.088,0.0,0.0,0.0
1,0.47,0.146,0.0,0.0,0.0
2,0.47,0.147,0.0,0.0,0.0
3,0.11,0.035,0.0,0.0,0.0
4,0.12,0.038,0.0,0.0,0.0
5,0.2,0.062,0.0,0.0,0.0
6,0.19,0.059,0.0,0.0,0.0
7,0.82,0.255,0.0,0.0,0.0
8,0.19,0.059,0.0,0.0,0.0
9,0.48,0.15,0.0,0.0,0.0
10,2.98,0.93,0.0,0.0,0.0
11,2.08,0.649,0.0,0.0,0.0
12,2.06,0.642,0.0,0.0,0.0
13,3.09,0.964,0.0,0.0,0.0
14,2.91,0.908,0.0,0.0,0.0
15,0.16,0.05,0.0,0.0,0.0
16,0.16,0.05,0.0,0.0,0.0
17,0.84,0.262,0.0,0.0,0.0
18,2.3,0.717,0.0,0.0,0.0
19,0.4,0.125,0.0,0.0,0.0
20,0.84,0.262,0.0,0.0,0.0
21,0.32,0.1,0.0,0.0,0.0
22,0.32,0.1,0.0,0.0,0.0
23,0.81,0.252,0.0,0.0,0.0
