hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.14,0.046,0.0,0.0,0.0
1,0.19,0.063,0.0,0.0,0.0
2,0.74,0.243,0.0,0.0,0.0
3,0.18,0.06,0.0,0.0,0.0
4,0.2,0.066,0.0,0.0,0.0
5,0.18,0.06,0.0,0.0,0.0
6,0.43,0.142,0.0,0.0,0.0
7,2.74,0.9,0.0,0.0,0.0
8,0.81,0.266,0.0,0.0,0.0
9,0.18,0.06,0.0,0.0,0.0
10,0.75,0.247,0.0,0.0,0.0
11,0.18,0.06,0.0,0.0,0.0
12,0.19,0.063,0.0,0.0,0.0
13,0.18,0.059,0.0,0.0,0.0
14,0.19,0.063,0.0,0.0,0.0
15,0.73,0.24,0.0,0.0,0.0
16,0.19,0.063,0.0,0.0,0.0
17,0.17,0.056,0.0,0.0,0.0
18,0.3,0.099,0.0,0.0,0.0
19,1.22,0.4,0.0,0.0,0.0
20,0.68,0.223,0.0,0.0,0.0
21,4.12,1.353,0.0,0.0,0.0
22,3.71,1.218,0.0,0.0,0.0
23,1.81,0.595,0.0,0.0,0.0
