hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.14,0.058,0.0,0.0,0.0
1,0.15,0.062,0.0,0.0,0.0
2,0.14,0.058,0.0,0.0,0.0
3,0.64,0.267,0.0,0.0,0.0
4,0.13,0.054,0.0,0.0,0.0
5,0.13,0.054,0.0,0.0,0.0
6,0.14,0.058,0.0,0.0,0.0
7,0.12,0.05,0.0,0.0,0.0
8,0.15,0.062,0.0,0.0,0.0
9,0.3,0.125,0.0,0.0,0.0
10,1.47,0.614,0.0,0.0,0.0
11,0.79,0.33,0.0,0.0,0.0
12,0.18,0.076,0.0,0.0,0.0
13,0.1,0.042,0.0,0.0,0.0
14,2.33,0.973,0.0,0.0,0.0
15,1.45,0.605,0.0,0.0,0.0
16,0.2,0.084,0.0,0.0,0.0
17,0.82,0.343,0.0,0.0,0.0
18,0.47,0.196,0.0,0.0,0.0
19,1.24,0.518,0.0,0.0,0.0
20,0.4,0.167,0.0,0.0,0.0
21,1.14,0.476,0.0,0.0,0.0
22,0.46,0.192,0.0,0.0,0.0
23,0.19,0.08,0.0,0.0,0.0
