hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.71,0.282,0.0,0.0,0.0
1,0.12,0.048,0.0,0.0,0.0
2,0.14,0.056,0.0,0.0,0.0
3,0.13,0.052,0.0,0.0,0.0
4,0.13,0.052,0.0,0.0,0.0
5,0.69,0.274,0.0,0.0,0.0
6,0.32,0.127,0.0,0.0,0.0
7,0.71,0.282,0.0,0.0,0.0
8,3.11,1.234,0.0,0.0,0.0
9,0.08,0.032,0.0,0.0,0.0
10,0.07,0.028,0.0,0.0,0.0
11,0.65,0.258,0.0,0.0,0.0
12,0.12,0.048,0.0,0.0,0.0
13,0.06,0.024,0.0,0.0,0.0
14,0.07,0.028,0.0,0.0,0.0
15,0.08,0.032,0.0,0.0,0.0
16,0.08,0.032,0.0,0.0,0.0
17,0.08,0.032,0.0,0.0,0.0
18,0.65,0.258,0.0,0.0,0.0
19,0.1,0.04,0.0,0.0,0.0
20,0.6,0.238,0.0,0.0,0.0
21,2.14,0.848,0.0,0.0,0.0
22,1.02,0.405,0.0,0.0,0.0
23,0.13,0.052,0.0,0.0,0.0
