hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.69,0.303,0.0,0.0,0.0
1,0.12,0.052,0.0,0.0,0.0
2,0.12,0.052,0.0,0.0,0.0
3,0.12,0.052,0.0,0.0,0.0
4,0.12,0.052,0.0,0.0,0.0
5,0.12,0.052,0.0,0.0,0.0
6,1.48,0.649,0.0,0.0,0.0
7,1.55,0.681,0.0,0.0,0.0
8,0.08,0.035,0.0,0.0,0.0
9,0.73,0.321,0.0,0.0,0.0
10,0.07,0.031,0.0,0.0,0.0
11,0.08,0.035,0.0,0.0,0.0
12,0.59,0.259,0.0,0.0,0.0
13,0.07,0.031,0.0,0.0,0.0
14,0.08,0.036,0.0,0.0,0.0
15,0.07,0.031,0.0,0.0,0.0
16,0.64,0.281,0.0,0.0,0.0
17,0.37,0.163,0.0,0.0,0.0
18,0.65,0.285,0.0,0.0,0.0
19,0.56,0.246,0.0,0.0,0.0
20,1.13,0.496,0.0,0.0,0.0
21,0.22,0.096,0.0,0.0,0.0
22,0.08,0.036,0.0,0.0,0.0
23,0.22,0.097,0.0,0.0,0.0
