hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.68,0.264,0.0,0.0,0.0
1,0.13,,0.0,0.0,
2,0.11,,0.0,0.0,
3,0.11,,0.0,0.0,
4,0.12,,0.0,0.0,
5,0.11,,0.0,0.0,
6,0.37,,0.0,0.0,
7,2.13,,0.0,0.0,
8,0.89,,0.0,0.0,
9,0.07,,0.0,0.0,
10,0.65,,0.0,0.0,
11,0.07,,0.0,0.0,
12,0.08,,0.0,0.0,
13,0.07,,0.0,0.0,
14,0.08,,0.0,0.0,
15,0.07,,0.0,0.0,
16,0.63,,0.0,0.0,
17,0.07,,0.0,0.0,
18,0.79,,0.0,0.0,
19,0.66,,0.0,0.0,
20,1.03,,0.0,0.0,
21,2.29,,0.0,0.0,
22,0.91,,0.0,0.0,
23,0.11,,0.0,0.0,
