hour,kwh,price,uncharged_kwh,offpeak_kwh,offpeak_price
0,0.08,0.037,0.0,0.0,0.0
1,0.08,0.037,0.0,0.0,0.0
2,0.63,0.294,0.0,0.0,0.0
3,0.08,0.037,0.0,0.0,0.0
4,0.08,0.038,0.0,0.0,0.0
5,0.08,0.038,0.0,0.0,0.0
6,0.08,0.038,0.0,0.0,0.0
7,0.07,0.033,0.0,0.0,0.0
8,0.13,0.06,0.0,0.0,0.0
9,0.84,0.394,0.0,0.0,0.0
10,0.21,0.098,0.0,0.0,0.0
11,0.74,0.346,0.0,0.0,0.0
12,0.64,0.299,0.0,0.0,0.0
13,0.12,0.056,0.0,0.0,0.0
14,0.28,0.132,0.0,0.0,0.0
15,0.85,0.397,0.0,0.0,0.0
16,0.18,0.084,0.0,0.0,0.0
17,0.36,0.168,0.0,0.0,0.0
18,0.64,0.3,0.0,0.0,0.0
19,0.79,0.37,0.0,0.0,0.0
20,0.27,0.126,0.0,0.0,0.0
21,0.34,0.159,0.0,0.0,0.0
22,1.16,0.543,0.0,0.0,0.0
23,0.09,0.042,0.0,0.0,0.0
